1UserName,2TopicID,3DocID,4ThreadID,5Parent,6Children,7Text
龄德贵翀永昱彪耿,0,9,3757643153320991,0,,很棒支持
龄德贵翀永昱彪耿,0,10,3757643153320991,0,,[good][good][good][good][good]
虐猫狂人薛定谔,0,0,3763789847207597,-1,"1,2,7",#NB慢跑英雄联盟#比赛即将开始，之前在微信朋友圈大放狠话的超级英雄们已经为比赛作了充分准备，看到他们的装备是不是特NB?立刻点击http://t.cn/RhxKIlV 报名参加比赛，搞不好现场还能同场竞跑，一决高下呢
王煜DemonWong,0,1,3763789847207597,0,,似魔鬼的步伐？！
成都热门搜罗,0,2,3763789847207597,0,"3,4,5,6",这可是超级英雄级别的战靴，如果给我成都大军每人一双，跑赢比赛妥妥的！
武景任,0,3,3763789847207597,2,,太牛逼了！
辛帅烃,0,4,3763789847207597,2,,在路上，一直奔跑下去！
陈德文燎,0,5,3763789847207597,2,,这鞋看着不错，多少钱一双呢？
尔车次儿,0,6,3763789847207597,2,,支持，每个成都人都发一双吧！
路途日记,0,7,3763789847207597,0,,支持公益[心]
南方周末,0,0,3759097830666283,-1,"1,2,3,4",【推广】你知道吗？西方面孔的纽崔莱暗藏中国基因。1915年，纽崔莱创始人卡尔•宏邦来华，醉心于中国传统文化并深深赞同“药食同源”的理念。这让他在以烹制食物饱腹的年代就萌发了用植物制造营养补充剂补充营养元素的超前想法。后续请看http://t.cn/Rhjkm3K，有奖营养测试请点http://t.cn/RhlYO6S
不再养兔子的老男人,0,1,3759097830666283,0,,安利成冠3s系列创始人陈观田，56岁肝癌去世，吃了27年纽崔莱，你们加油哦[拜拜][拜拜][拜拜] 蛋白质粉一公斤几十块不到，价格包装就卖几百上千，竟然有XX买[偷笑]
列宁同志z,0,2,3759097830666283,0,,南方系真的堕落了吗？
L季苏渡,0,3,3759097830666283,0,,这是广告还是软文，呵，一个意思
颜湮i,0,4,3759097830666283,0,,还是先了解自己的膳食结构吧。
青春期网剧,0,0,3760463021901946,-1,"1,2,3,4,5,6",国庆是一次“堵车”旅行，人山人海里望眼欲穿，一票难求心急如焚……10分钟完成一集轻松度过最漫长的等待，《#来自星星的继承者们#》一次“神剧”体验，http://t.cn/RhogBE9
全球头条新闻事件,0,1,3760463021901946,0,,看样子#来自星星的继承者们#成了十一必选娱乐项目
参网大全,0,2,3760463021901946,0,,[拜拜]好雷人
明天_我们一起,0,3,3760463021901946,0,,第八张女主真心丑啊，像男扮女装。。。
洪洞砍山,0,4,3760463021901946,0,,觉得女主长得超级像男的的赞我
幸运阿菲呗,0,5,3760463021901946,0,,国产剧能不能正经点…
哄16398抗麓,0,6,3760463021901946,0,,最后一张，我也是醉了[吃惊][黑线]
全球头条新闻事件,0,0,3762631637039658,-1,"1,2,3",【[话筒]这条新闻转给每个司机！滥用远光灯等于谋杀！】前几天，江苏因远光灯引起交通事故：司机被对面车辆远光灯照射，睁不开眼，汽车撞到隔离护栏，一根杆子插进司机肚子，重伤！夜间司机遭遇远光灯，相当于蒙住双眼驾驶近100米！你被远光灯晃过吗？滥用远光灯等于谋杀！不乱用远光灯，转发承诺！
韦仁广,0,1,3762631637039658,0,,嗯，不要乱用远光灯啊
妆后葉,0,2,3762631637039658,0,,最恨远光狗
阿佳AJIA-J,0,3,3762631637039658,0,,我会车时都会变成近光灯但每次都被对面车闪晕 全是白茫茫一片 那几秒等于蒙面行驶 还有跟车行驶的司机有些也开远光灯[拜拜]一看后视镜又闪瞎 变灯就勾勾手指的事 却能减少不少车祸
娟子太太,0,0,3765207698442509,-1,"1,3,9,10",看《我是演说家》最被刺激到的是焦波开场的那句：你的手机里可能有许多自己的照片、朋友的照片，或是孩子的照片。请问，有几张是父母的照片？我将给爸妈拍照拍视频作为愿望清单中的一个，好好践行并享受。
思想聚焦,0,1,3765207698442509,0,2,#晒晒你的全家福#留下最温馨美好的时刻。不要等到明天！
笑兮笑,0,2,3765207698442509,1,,很后悔在爸五十岁生日没拍摄爸爸奶奶的视频，无意中拍了爷爷妈妈的忙碌身影，结果时隔一月就再也听不到奶奶的声音了。[泪]
BTV我是演说家,0,3,3765207698442509,0,"4,5,6,7,8",#晒晒你的全家福#我们的手机里一定有很多自己的照片、孩子的照片甚至朋友的照片，但又是否有父母的照片？正如@焦波和俺爹俺娘 老师演讲中提到的:为父母做事一定不要等到明天！现在就让我们和父母一起拍张照片，一起来#晒晒你的全家福# ，留下最温馨美好的时刻。不要等到明天！
史上第一最最搞,0,4,3765207698442509,3,,#晒晒你的全家福#不要等到明天！
南山乡下妹,0,5,3765207698442509,3,,绝不等到明天
_-冰翼-_,0,6,3765207698442509,3,,#晒晒你的全家福# 留下最温馨美好的时刻。不要等到明天！
JeromeZC,0,7,3765207698442509,3,,#晒晒你的全家福#不要等到明天！
梦萦晓晓,0,8,3765207698442509,3,,晒晒全家福@亓萌萌0610 @卿本佳人-via [心]
那一秒De瞬杀,0,9,3765207698442509,0,,什么ま啊
团虾,0,10,3765207698442509,0,,快到wo碗里来！
长荣航空EVAAIR,0,0,3768801801498685,-1,"1,2,3,4,5","# I服了U#在30,000英尺的高空，来碗家乡味的清粥小菜暖胃，真是件令人惊喜的事，就连全能天后 @杨丞琳 都赞不绝口，快看她怎么说http://t.cn/R7VqPD6。现参与@长荣航空EVAAIR 活动，就有机会赢大陆-台湾来回公务舱机票来品尝，还有机会赢长荣航空特制版RIMOWA行李箱哦！http://t.cn/Rhny4PZ"
动次打次不次酱,0,1,3768801801498685,0,,[哼]比我们的午饭看起来有食欲多了！！！都想天天坐飞机了！！！
全球旅游美食汇,0,2,3768801801498685,0,,热门 神马叫做偶像剧？就是一睁开眼，就能坐在@楊丞琳 旁，喝同样的粥！这样的邂逅，从坐长荣航空开始！如此期待#I服了U#，更让人期待的是，现参与@长荣航空EVAAIR 活动，还有机会赢大陆-台湾来回公务舱机票，和长荣航空特制版RIMOWA行李箱！
olivia-庭哥,0,3,3768801801498685,0,,#I服了U#高空电影很赞哦!空哥帅帅的[爱你]
小王子-LYCL,0,4,3768801801498685,0,,[饞嘴]
SL丿搁浅,0,5,3768801801498685,0,,长荣航空很用心，细节很制胜！
社会网络与数据挖掘,0,0,3770654207383841,-1,"1,2,5,7",【面试的34个技巧】[围观][围观][围观]
王磊19911010,0,1,3770654207383841,0,,@叫我吴沉默zZ
职播百胜,0,2,3770654207383841,0,"3,4",童鞋们，你们的膝盖还在吗？[喵喵]
鹿琥珀,0,3,3770654207383841,2,,贡献我的膝盖[震惊]
长得丑不得不温柔,0,4,3770654207383841,2,,明年这个时候……
山大商院图书馆,0,5,3770654207383841,0,6,#求职创业#
小职了运营团队--zc,0,6,3770654207383841,5,,国内各大应用商店下载量增长最快的求职应用！【小职了】 http://t.cn/zYhChEB
佳杰士邦迪,0,7,3770654207383841,0,,综合素质，一点不假
社会网络与数据挖掘,0,0,3771337300266811,-1,"1,2,3,4,5,6",【老龄社会来临，空巢老人何去何从？】空巢老夫妇在家离世，引发网友热议，外出务工与赡养老人之间该如何协调？@人民日报 #空巢老人双双离世#网友对这场悲剧怎么看？@杭州微博城事
iamCrookshanks,0,1,3771337300266811,0,,显然是只能健全养老院了。这么想来四合院这种形式很适合多个家庭的老人群居提高互助系数。。。
邓-邓公子,0,2,3771337300266811,0,,政府！完善公共养老体系！
787梦想客机控,0,3,3771337300266811,0,,Repost
病娇豆花,0,4,3771337300266811,0,,[可怜][可怜]
haiyan1984,0,5,3771337300266811,0,,所谓互动，所谓数据
海潮-water,0,6,3771337300266811,0,,数据可视化的例子
杨杰_flame,0,0,3771843753810509,-1,"1,2,3,5,6,7,8",#高峰之巅 爱有回声#今晚参加了爱的分贝主办的慈善晚宴，拍卖现场气氛热烈，爱心洋溢。这场晚宴集社会各界之力，共创公益之未来。老记茶业也将继续投身慈善事业，在创造财富的同时履行更多的社会责任。同时也希望更多的人士能加入我们的公益队伍。
美国格朗,0,1,3771843753810509,0,,社会和谐需要爱，为孩子们祝福、祈祷[心]
小问题1314,0,2,3771843753810509,0,,新的动态得关注呀！[赞]
Lucifer血狼,0,3,3771843753810509,0,4,详细的信息还是得看看下面图片吧[爱你]。
龟爬有限通,0,4,3771843753810509,3,,提前4轮锁定队伍历史性的一幕哦。[嘘]
绝对炙热_,0,5,3771843753810509,0,,手机杯已经开始了哦。
King傻丫头,0,6,3771843753810509,0,,[呵呵]中信北京队也是蛮给力的。
允爸,0,7,3771843753810509,0,,第18轮已经开始在各地战罢啦！
爱困金鱼,0,8,3771843753810509,0,9,主力缺阵的领头是哪二个人呀！
爱纶哇,0,9,3771843753810509,8,,谁是代表山东景芝酒业去的呀！
淘淘搜,0,0,3773551599094588,-1,"1,2,3,4,5,6",#晒购物车赢免单#双十一来袭，还在压抑你的购物欲吗？你购物我免单！下载安装淘淘搜比价工具，按照活动规则以#晒购物车赢免单#为话题发布微博，即可参加购物车免单活动！免单名额天天送！光棍节，淘淘搜让你爽翻天！活动详情请戳→_→http://t.cn/R7TJjg2
time浮光掠影,0,1,3773551599094588,0,,@仇鸣悦jasmine
和尚的晚饭,0,2,3773551599094588,0,,大家一起加油[good]
从从从众众,0,3,3773551599094588,0,,[耶]转下↓
平定外地人,0,4,3773551599094588,0,,就是亮眼！
一个素颜男人,0,5,3773551599094588,0,,"哇哦,朋友们喜欢不哩[加油]"
夏凌啾啾,0,6,3773551599094588,0,,"[偷笑]哈哈,小内内,我喜欢"
社会网络与数据挖掘,0,0,3774623407618529,-1,"1,4,5,7,8,9,10",#教授炮轰赵本山# 【教授：赵本山二人转是灰色二人秀】清华教授肖鹰称，赵本山抛弃了二人转传承三百年的表演主体和艺术精华，极大程度压抑和抛弃了二人转的精华--唱腔部分，把低俗露骨的诨口插入表演，成为主要卖点，以次充好，以低俗代替高雅，彻底成为一个投机文化商人。看网友怎么看？
随便改个昵称好了,0,1,3774623407618529,0,2,谁叫新主子不喜欢了呢
请叫我俊宏学长,0,2,3774623407618529,1,3,作为一个连团员这种先进队伍都没有加入的群众，我只能说。谁叫他站错队，定义为低俗了吧[挖鼻屎]。。@王博士的精神家园
王博士的精神家园,0,3,3774623407618529,2,,御用文人开始整赵了
简单看世界01,0,4,3774623407618529,0,,我也不喜欢他，和御用文人无关
朗月风清,0,5,3774623407618529,0,6,转发微博
喜饶嘉措tibetcul,0,6,3774623407618529,5,,这就是市场，有什么样的市场就有什么样的产品。如果深层挖这种现象的背后，付出水面的恐怕是半个世纪的文化空白！
广告实习生群,0,7,3774623407618529,0,,关于这件事，你们怎么看呢？
宽容容忍,0,8,3774623407618529,0,,老赵确实给大家带来了欢笑！
fiinder,0,9,3774623407618529,0,,如果是这样的话，那他为什么能火呢？
Smoothfu,0,10,3774623407618529,0,,痛打落水狗
张庭,0,0,3775434350807910,-1,"1,5",最幸福的事情莫过于和老公孩子窝在家里享受家庭时光了！今晚22：00我会守在电脑前，与@TST庭秘密 一起期待大家的光临！我们历时多年才带给大家的活酵母与雪绒花护肤系列会和大家见面！我和@小陶虹 准备了很多小礼品，希望你能喜欢，店铺地址：http://t.cn/8kuYJAx
小陶虹,0,1,3775434350807910,0,"2,3,4",全家同心最幸福呢！[心]
TST全国总代理Judy,0,2,3775434350807910,1,,明星圈的宠儿！就是我！[哈哈][哈哈][哈哈][哈哈][哈哈]
薛某人啊,0,3,3775434350807910,1,,@神仙经妹 @鸡杂妹  听说这个超好～开了淘宝旗舰店了
帆帆诚品直营店,0,4,3775434350807910,1,,youaide最幸福
时尚娱乐头条新闻,0,5,3775434350807910,0,,首发活动就要开始了，好期待！
全球头条新闻事件,0,0,3776505522123689,-1,"1,2,3,4,5,6,7,8,9,10,11",#“毓婷关爱女工•健康伴你同行”公益活动成都站开启#继华润紫竹药业携手中国妇女基金会在深圳坪山区联合发起“毓婷关爱女工•健康伴你同行”的活动之后，11月8日和9日，成都也迎来了第二场关爱活动。关爱时刻都在你左右哟~成都的小伙伴们，你们是如何将爱心传递出去的？
全国制霸男,0,1,3776505522123689,0,,阅此文，如临其境，转了
大胡同天津,0,2,3776505522123689,0,,我喜欢，生活让我们无时不在创新
哼不完d旋律,0,3,3776505522123689,0,,实力在这呢[花心]
GD是我的lmypc,0,4,3776505522123689,0,,[赞]确实是很好的，赞一个
我的小细胞,0,5,3776505522123689,0,,支持博主，会继续关注的
送惊喜啦TAu0,0,6,3776505522123689,0,,嘻嘻....
围观的呆呆向前冲,0,7,3776505522123689,0,,大家说好才是真的好呀！
拣块板砖做纪念,0,8,3776505522123689,0,,参与下。！！！！[笑哈哈]
装呗谁不会啊,0,9,3776505522123689,0,,这个好，一直鼓励
LY·誓言,0,10,3776505522123689,0,,留个记号！ ⊙﹏⊙B
惊觉古城,0,11,3776505522123689,0,,[围观]来了，冒个泡
北大新媒体,0,0,3777084465761770,-1,"1,3",#科技头条#【重磅！科学家首次发现银河系黑洞活跃粒子】通过美国宇航局的3颗卫星提供的证据，天文学家震惊地发现，有从银河系中心的黑洞喷出的活跃粒子。如果证实，这将是科学家们首次通过追踪中微子回到黑洞。该发现有助于解释宇宙射线的产生，解决宇宙是如何运行的关键之谜http://t.cn/R7Fuagg
社会网络与数据挖掘,0,1,3777084465761770,0,2,#科技头条#【重磅！科学家首次发现银河系黑洞活跃粒子】通过美国宇航局的3颗卫星提供的证据，天文学家震惊地发现，有从银河活跃粒子。如果证实，这将是科学家们首次通过追踪中微子回到黑洞。该发现有助于解释宇宙射线的产生，解决宇宙是如何运行的关键之谜http://t.cn/R7Fuagg
piupiu12345,0,2,3777084465761770,1,,我认为，探寻宇宙的奥秘，可以从探寻人身体的奥秘下手，它们肯定是互有联系的，而且同样秘不见底～
花梦盗,0,3,3777084465761770,0,4,总有一天宇宙会塌陷[汗]把地球吸进去。。然后人类也灭绝了
阿寳-23,0,4,3777084465761770,3,,[汗]杞人忧天
薛蛮子,0,0,3777560972164172,-1,"1,8,9,10,11",http://t.cn/Rzvu9Vf
薛蛮子,0,1,3777560972164172,0,"2,6,7",转发微博
葛通达,0,2,3777560972164172,1,3,“老杜茅台”——是不是就是搞得一个【智能工厂】？？
葛通达,0,3,3777560972164172,2,"4,5",【工业4.0】
鄢庆东,0,4,3777560972164172,3,,:能消灭京东亚马逊，淘宝不卖货只是个渠道，和4.0是绝配，所以不但消灭不了还会更加壮大。
葛通达,0,5,3777560972164172,3,,淘宝的危机～通过工业4.0购物比淘宝便宜
娃娃没有脸,0,6,3777560972164172,1,,/傻逼太强调个体需求，忽略了个体需求多样性是来自商品选择多样性。写这篇文章的简直傻逼
我想想还有什么没注册,0,7,3777560972164172,1,,我只相信对过去的时代定性，不相信预测的未来定性。我相信工业1.0、2.0、3.0，4.0真的是你说的这样的吗？我不信！
林夕瑜,0,8,3777560972164172,0,,“工业4.0”的四部曲应该是生产制造自动化、流程管理数字化、企业信息网络化、智能制造云端化……在国内实现#工业4.0#路还很长，不过供应链管理与库存管理的也会随着升级，机会来了。@黄刚-物流与供应链 @程晓华全面库存管理咨询-TIM @物流与供应链杂志社(来自 http://t.cn/RvqDff4 )
龙岭山人,0,9,3777560972164172,0,,第三次科技浪潮至今30多年，如今以苹果谷歌脸书阿里为领头羊的巨型跨国公司，不断以收购兼并的方式建立起新的eco-system生态系统，比如谷歌的触觉深入到除搜索之外的能源汽车移动甚至房地产业，第四次科技梦幻是什么样子？至今不见踪影，我在《大博弈》中也只是浓墨重彩一番。
船行在2013,0,10,3777560972164172,0,,感觉很有前途的样子，不知什么时候实现。
药法救人天,0,11,3777560972164172,0,,期待工业4.0时代 工业1.0是机械制造时代，工业2.0是电气化与自动化时代，工业3.0是电子信息化时代。“工业4.0”描绘了一个通过人、设备与产品的实时联通与有效沟通，构建一个高度灵活的个性化和数字化的智能制造模式。
社会网络与数据挖掘,0,0,3778259429007714,-1,"1,2,3",2020年前超人电影排片表，准备好你的崇拜了吗？
vvvoler,0,1,3778259429007714,0,,fine
MIANTTRHIEX,0,2,3778259429007714,0,,应该翻译为\超级英雄电影\吧?¬_¬
哲学学长,0,3,3778259429007714,0,,我已准好了美团
社会网络与数据挖掘,0,0,3778924766921587,-1,"1,3",【你在乌镇聊互联网，我们在微博上聊你】#首届世界互联网大会# 乌镇峰会期间，BAT三位掌门人的微博热议度排序如下：马云、马化腾、李彦宏声量依次为#4万#、1万、千级，马云声量微降后再次上升，马化腾声量平稳上升，李彦宏声量增幅最高。
Azalea_Du,0,1,3778924766921587,0,2,转发微博
Kwc_Oliver,0,2,3778924766921587,1,,这文案也是...一张明显碾压的图都能解释出三方势均力敌的感觉
苏艾如是说,0,3,3778924766921587,0,,我不懂的是···那麼厚的牆，何談世界互聯網？聯去哪兒？
五羊雪糕,0,0,3779443304640923,-1,"1,2,3,4",#雪糕妹#吃雪糕技术哪家强？“妹纸”最在行[哈哈]今年6月，一组吃着雪糕的照片，让来自中国传媒大学的韩国妹纸李炫臻在网上一夜走红，人称“雪糕妹”！雪糕吃得好看，就是任性[哈哈]你身边谁吃雪糕最好看？快@ 出你们心中的最美雪糕妹吧！
歆瑞lisa,0,1,3779443304640923,0,,马上关注
黄玄兴,0,2,3779443304640923,0,,[酷]羊少也来吃一个
好人命也长,0,3,3779443304640923,0,,点赞！！！！！可惜是韩国妹纸
只是哭不出来,0,4,3779443304640923,0,,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
电影玩的就是艳遇,0,0,3780496590706256,-1,"1,2,3,4,5",林志玲、赵奕欢、孔女神，你想要哪种美女我们就有哪种美女。小鲜肉PK大叔，打造最爷们公路片。互联网最高逼格影片《#校花驾到之极品校花# 》今日全网付费上映：http://t.cn/Rz4Vuqm
青春期网剧,0,1,3780496590706256,0,,谢谢大家支持欢欢的新作，虽然叫校花，关键词可是极品[din推撞]！把清新怀旧的校花拍成沙漠探险、爷们范儿的公路片，真真是漂亮又任性啊！[哈哈][哈哈][哈哈]
佳怡天使ai,0,2,3780496590706256,0,,看了电影[爱你][哈哈][嘻嘻]
真言ROC,0,3,3780496590706256,0,,烂片女王烂片女王烂片女王烂片女王
饭团海带汤,0,4,3780496590706256,0,,勤奋通往成功的必由之路
无敌小潮,0,5,3780496590706256,0,,@姜潮 [酷][爱你]
全球头条新闻事件,0,0,3782915425342480,-1,"1,2,3,4",【冬天戴的口罩，你选对了吗？】①普通纱布口罩：过滤空气中的微生物、飞沫及尘埃；②医用防护口罩：用于疾病预防；③棉布口罩：用于御寒；④活性炭口罩：减除异味；⑤防雾霾口罩：N95是一种美国标准，过滤效率95%，KN95是一种中国标准，过滤率与N95类似。口罩最多戴多长时间？多久洗一次？戳图了解↓
维尼丶我爱你,0,1,3782915425342480,0,,戴口罩的优缺点[围观]
灵气长风,0,2,3782915425342480,0,,一次性口罩
勋基CP,0,3,3782915425342480,0,,[兔子][兔子][熊猫]
眈眈雪萝,0,4,3782915425342480,0,5,嗯，了解啦
钮翠菡,0,5,3782915425342480,4,,口罩也是很有讲究的
社会网络与数据挖掘,0,0,3783020546940241,-1,"1,2,3",科技类公司员工多样性分布：#惠普#白人比例最高，NVIDIA亚洲人比例最高，#亚马逊#黑人比例最高。更多戳图↓↓
拆船卖铁乌克兰,0,1,3783020546940241,0,,登陆不了，登陆不了。
数据中心在线,0,2,3783020546940241,0,,科技类公司员工多样性分布
普通发西斯,0,3,3783020546940241,0,,同时NVIDIA也是女员工比例最低的公司，看见了没，记得电脑城的师傅说过，屌丝做硬件
互联网的一些事,0,0,3783359040186618,-1,"1,3",【互联网薪酬分布图】你知道互联网年薪最高的地方是哪里吗？你知道互联网行业薪酬与工作年限的关系吗？你知道iOS和Android的工作者年薪谁高吗？如果你不知道，那看图！！（来源：云图网）
社会网络与数据挖掘,0,1,3783359040186618,0,2,拖后腿的很[囧]
huanruiqi,0,2,3783359040186618,1,,拖了后腿
互联网的一些事,0,3,3783359040186618,0,"4,6",互联网薪酬帐单，是高是低，是喜是忧，看后知分晓……
你踩夫,0,4,3783359040186618,3,5,杭州_(:з」∠)_
南派优叔,0,5,3783359040186618,4,,拉倒吧[哈哈][哈哈]我这是十二三万的果然是渣渣[拜拜][拜拜]
海风吹来V,0,6,3783359040186618,3,,我又拖大腿了
社会网络与数据挖掘,0,0,3784058897318277,-1,"1,2,3,4",当妹纸不再敲代码：http://t.cn/R7cMTcf，这个世界上的程序媛越来越少了
jamebluntcc,0,1,3784058897318277,0,,你说以后会不会只剩你一个喃？[嘻嘻]@刘影努力学习努力玩玩玩
余小鲍yloveb,0,2,3784058897318277,0,,@kewishful
Kris727,0,3,3784058897318277,0,,[吃惊][吃惊]
足柄厨_诗岛刚保护协会,0,4,3784058897318277,0,,所以说那个游戏难道是为了填补程序媛减少的精神空白。。。
天下被网罗官方微博,0,0,3785633136833486,-1,"1,2",我们的生活离不开大数据，新闻也是数据的一部分。越来越多的媒体使用大数据进行分析、制作图解，我们天下被网罗节目也与知微合作，观察、追踪舆情，使我们能够更加准确地把握网络脉络，了解您最关注的热点。对于上周引发热议的#网恋分手直播自杀#，舆情有何走势？我们一起来看： http://t.cn/Rz0MjV1
今日,0,1,3785633136833486,0,,#网络直播自杀#事件分析。
社会网络与数据挖掘,0,2,3785633136833486,0,3,我们与@凤凰卫视 节目长期合作播发数据新闻，快速、全面地对热门事件进行数据挖掘，将动态可视化可交互页面呈现给大家，这次是#少年网络直播自杀#事件分析，炫酷炫酷最炫酷[doge]
zoelyne,0,3,3785633136833486,2,4,
