1UserName,2TopicID,3DocID,4ThreadID,5Parent,6Children,7Text,8Label
盖茨基金会,0,10,3758357271445051,0,,很多 家长 可能 认为 没有 “ 实际 意义 ” 的 烟草 广告 对 儿童 的 不良 影响 甚少 而 事实上 一篇 发表 在 美国 儿科 上 的 调查 称 在 岁到 岁 这个 年龄 区间 内 近 的 中国 儿童 能 识别 出 至少 一种 香烟 的 商标 ！ 盖茨 基金会 一直 不遗余力 的 在 全球 范围 内 推广 控烟 让 我们 一起 阻止 死亡 营销 让 无邪 免遭 烟雾 ！ [ 心 ],-1
以星星之名,0,11,3758357271445051,0,,小孩 是 在 长 身体 的 时候 吸烟 可以 导致 神经衰弱,-1
幼儿教育专家_宋晨,0,12,3758357271445051,0,"13,14",孩子 健康 永远 是 家长 们 的 心愿 今天 你 可以 把 这种 期望 化成 力量 发声 支持 全面 禁止 所有 形式 的 烟草 广告 促销 和 赞助 ！,-1
洋葱的呼吸,0,13,3758357271445051,12,,现在 不是 也有 许多 禁烟 的 公益广告 吗 ？,0
所爱亦菲,0,14,3758357271445051,12,,从小 就让 孩子 知道 吸烟 的 不良 影响,-1
全球头条新闻事件,0,0,3771433350158337,-1,"1,3,4,5",双 美妆 预售 场 什么 值得 买 供 大家 参考 买买 买 ！ ！,1
王丽雅yaya,0,1,3771433350158337,0,2,玉兰油 多效 修护 霜 很 适合 现在 的 季节 不过 分 油腻 却够 滋润 [ 抱抱 ],1
福尔摩FUN,0,2,3771433350158337,1,,玉兰油 多效 修护 霜 现在 屈臣氏 元 两瓶 比双 划算 很多很多,1
潇潇--夜雨,0,3,3771433350158337,0,,好 划算 都 想 买,1
张福良--,0,4,3771433350158337,0,,兰芝 的 补水 系列 即使 是 滋润 的 冬天 用 也 会 不行 的 本人 亲身 试验 [ 亲亲 ],1
颖颖颖怡--欧cbdps,0,5,3771433350158337,0,,每年 对 淘宝 的 数据 都 非常 感兴趣 ！ [ 花心 ],1
全球头条新闻事件,0,0,3759791476064423,-1,"1,10,18",[ 号外 ] 英国 探险家 路虎 全球 品牌 大使 贝尔 格里斯 已 于 今早 悄然 抵达 北京 这是 荒野 求生 要 进军 中国 的 节奏 嘛 ！,0
路虎中国,0,1,3759791476064423,0,"2,3,5,6,8,9",食物链 顶端 的 男人 才 配 驾驭 路虎 征服 世界,1
卑鄙的我power,0,2,3759791476064423,1,,挺 相配 的 都是 喜欢 挑战 的 人和 车 !,1
姜忠车王,0,3,3759791476064423,1,4,他 准备 在 中国 吃 什么 ？,1
马瑞Mars,0,4,3759791476064423,3,,贝尔 格里斯 因 食用 过量 地沟油 卒 于 年月日 中国 北京 簋街,-1
Givemeahigh-five,0,5,3759791476064423,1,,我想 买 ? ? 真 男人 座驾 ！,1
李固本,0,6,3759791476064423,1,7,浪费 感情 低调 点行 嘛,-1
一莲托生君,0,7,3759791476064423,6,,突然 喜欢 上 陆虎 了,1
弗洛缺大德,0,8,3759791476064423,1,,贝爷 因 误食 泡椒 凤爪 卒,-1
徐震宇-穆罕默德-买买提,0,9,3759791476064423,1,,品牌价值 被 一句话 毁 了 … …,-1
红黑的琴键,0,10,3759791476064423,0,11,地沟油 毒 大米 工业 原料 荒野 求生 终极 版 即将 震撼 上演 ！,-1
Autobeta汽车杂志,0,11,3759791476064423,10,"12,13,14,15,16,17",不怕 ~ 吃 不惯 ~ kfc 还有 新鲜 虫子 吃 ~ [ 哈哈 ],-1
C4__Jonathan,0,12,3759791476064423,11,,黑暗 料理 终结者 ～,0
聚能环BiuBiu,0,13,3759791476064423,11,,[ 花心 ] [ 花心 ],0
卢永辉啊,0,14,3759791476064423,11,,受得了 么 [ 偷笑 ],-1
看似風liu滴小苒纸,0,15,3759791476064423,11,,要是 再 中国 吃 死了 我 就 呵呵 了 ！ [ 哈哈 ],-1
不停的turbo,0,16,3759791476064423,11,,选对 人 了,0
原来不用真名取个名字这么难,0,17,3759791476064423,11,,@ 你 看 呢,0
没有重复的笑话,0,18,3759791476064423,0,,地沟油 转基因 大米 [ 蜡烛 ] [ 蜡烛 ] [ 蜡烛 ] [ 蜡烛 ] [ 蜡烛 ] 提前 为贝爷 点 上 蜡烛,-1
全球头条新闻事件,0,0,3760536338657040,-1,"1,2,3,4,5,6",中国 大妈 跳 广场 舞 早已 不是 什么 新鲜事 了 不 分 早晚 不 分 地方 总有 一款 亮 瞎 你 ~ ~ ~ 大妈 + 小 苹果 + 快闪 ？ ？ 你 能 想象 这 画面 么 ？ ？ 醉了 吧 ~ ~ ！ 这 网友 上传 的 视频 就 更 醉人 了 ~ ~ ~ [ bm 吃惊 ] 看看 你 醉了 么 ？ ？ http,0
KIA亚欧,0,1,3760536338657040,0,,哎哟 ~ 跳 的 就 一个 唯妙 唯俏 啊 [ 哈哈 ],1
加速小龟,0,2,3760536338657040,0,,[ 围观 ] 这个 活动 居然 有人 放 上 来啦 ！ ~ ~ 那天 在 现场 还 拿 了 不少 试 用品 噢,0
Well_子璇,0,3,3760536338657040,0,,想起 白 к 云山 上 的 唱歌 团,0
战天jj,0,4,3760536338657040,0,,裤子 我 都 脱 了 你 就让 我 看 这个 ？ [ 哼 ],-1
去去去BBBB,0,5,3760536338657040,0,,低碳 的 意思 是 让 我们 关 电脑 别 看了 吧 ？ ？ [ 哈哈 ],1
初夏某天,0,6,3760536338657040,0,,想起 白云山 上 的 唱歌 团,0
全球头条新闻事件,0,0,3763349592748705,-1,"1,2,3,8,9",一起 去 看 月全食 扩散 周知 就 在 今晚 ！ 将 发生 罕见 月全食 今晚 天空 将 出现 圆圆 满月 并 发生 罕见 月全食 月全食 发生 时 月亮 并不 会 消失 而是 变成 美丽 的 红 月亮 红 月亮 出现 的 时间 约 在 时分 左右 持续 时间 长达 个 小时 这是 中国 今年 能 见到 的 唯一 月食 全国 都 能 看到 今晚 会 看 红 月亮 的 转 提醒 ta ！,0
rapblue_ss,0,1,3763349592748705,0,,@ @ @ 我 这么 爱 叽叽 ！ 怎么会 忘了 叽叽 呢 [ 呵呵 ] ！ 你 他妈 在 韩国 老子 才 没 艾特 你 ！ [ 拜拜 ],0
韦仁广,0,2,3763349592748705,0,,嗯 今天 晚上 有 月全食 看到 了 没有 啊,0
kkktw,0,3,3763349592748705,0,"4,7",@ @ @ @ @ alright [ 推荐 ] [ 推荐 ] 我们 一起 抬头 看 月亮,0
边儿玩去onion,0,4,3763349592748705,3,5,得 我 穿厚 点 出去,1
赵桃花_,0,5,3763349592748705,4,6,? 想想 我们 能 一起 看 月亮 就好 激动 [ 不好意思 ],1
Ginahoney1993,0,6,3763349592748705,5,,月全食 到底 在哪 我 找 不见 ？,0
Tina是个可爱美少女子1994,0,7,3763349592748705,3,,阴天 在 不 开灯 得 房间 [ 喵喵 ],0
阿硝,0,8,3763349592748705,0,,期待 着 神奇 刻,1
手机用户5093155748,0,9,3763349592748705,0,,大家 记得 看 哦 咸阳 的 天灰 的 很 恐怕 看不到 了,0
为盲胞读书,0,0,3765864438143291,-1,"1,3,4,5,6,8,9,10,11",“ 悦读 盒子 ” 进 盲校 微 直播 布场 开始 了 我们 以 教学楼 为 背景 在 操场 进行 启动仪式 小 伙伴们 都 蛮 拼 的 ！ 学生 们 纷纷 好奇 地 围上来 脸上 充满 期待 志愿者 和 他们 聊天 聊得 很 开心 呐 ！ 最后 公布 一下 “ 悦读 盒子 ” 的 全貌 锵锵 ～,0
全球头条新闻事件,0,1,3765864438143291,0,2,腾讯 公益 的 “ 悦读 盒子 ” 进 盲校 公益活动 今天 走进 了 平乡县 孟杰 盲人 学校 期待 我的 献声 也 能为 盲人 同胞 们 贡献 一份 力量,1
为盲胞读书,0,2,3765864438143291,1,,看到 他们 的 笑脸 就是 我们 最大 的 动力 [ 心 ],1
一九八六一二,0,3,3765864438143291,0,,让 我 一次 中个 够 吧 ！ ！ ╭ ！ ！ ！ ！,0
_依稀爱你,0,4,3765864438143291,0,,[ din 爱你 ] 活动 很好 能 帮到 他们 真好 ！,1
李玲_艳子,0,5,3765864438143291,0,,悦读 ゼ 盒子 很 给力 多 举办 几次 吧,1
江苏康泰,0,6,3765864438143291,0,7,[ 太 开心 ] 拼 人品 的 时候 到了 嘻嘻,1
Q爱Q喜,0,7,3765864438143291,6,,我 只 希望 多 一些 的 帮助 带给 他们 ~,1
洪旭财富增值,0,8,3765864438143291,0,,可以 让 所有 的 爱 都 继续 下去 也是 很 开心 的,1
曲康5,0,9,3765864438143291,0,,特别 有 意义 的 我 都 不 希望 错过,1
无敌酷靓炫,0,10,3765864438143291,0,,让 人 感动 ～,1
天狂老大,0,11,3765864438143291,0,,我 还 真的 就 参加 了 ~ 这个 很 有 意义 [ 飞个 吻 ],1
大鹏董成鹏,0,0,3768839248740442,-1,"1,2,3,8",这 哥们 用 这样 的 眼神 看着我 你 牌子 上 不是 让 朕 快捷 登基 吗 ？ 小 眼神 儿 是什么 意思 ？ 是 认出 我 是 煎饼 侠 还是 对 我 有 意思 ？,0
回忆专用小马甲,0,1,3768839248740442,0,,如果 是 煎饼 侠 就能 快捷 登机 的话 我 希望 易到 用车 也 考虑 下 我 试吃 侠 ！ 都是 维护 世界和平 谁 也 不 比 谁 作用 小 ！,0
有问问诺申,0,2,3768839248740442,0,,实力 在 这 呢 [ 花心 ],0
英国报姐,0,3,3768839248740442,0,"4,5,6,7",感觉 用 了 这个 玩意儿 有 一种 专车接送 的 土豪 错觉 可惜 车 不是 自己 的 司机 蜀黍 也 不是,0
北彤学滨年尉梅,0,4,3768839248740442,3,,这个 创意 不错,1
蔚开竹刚,0,5,3768839248740442,3,,支持 ！ ！,1
灶菲培树夷东亿,0,6,3768839248740442,3,,好 期待 其他 的 创意 哦,1
策遥枚琬昌淑霄龙宙肯,0,7,3768839248740442,3,,不错 的 帖子 [ 玫瑰 ],1
舒利慧临艾承贞玫,0,8,3768839248740442,0,,很好 嘿嘿,1
社会网络与数据挖掘,0,0,3770969376011975,-1,"1,2,3,4",取关 营销 账号 的 原因 你 中 了 几条 ？,0
199IT-互联网数据中心,0,1,3770969376011975,0,,第一条 各位 是否 觉得 我们 发 得太 密 了 … …,-1
小狮子悠悠嗳斯,0,2,3770969376011975,0,,all 一窝蜂 的 做 营销 账号 从来不 考虑 用户 承受 能力 用户 想 看 什么,0
那道彩虹,0,3,3770969376011975,0,,在我看来 只要 发 广告 果取关 [ 拜拜 ],0
colcule,0,4,3770969376011975,0,5,转发 微博,0
TODES-RITTER,0,5,3770969376011975,4,,从来 没 关注 过,0
社会网络与数据挖掘,0,0,3771667865856749,-1,"1,2,3",youtube 宣布 了 一个 喜大普奔 的 消息 该 网站 已经 正式 支持 fps 回放 了 ！ 此前 这项 特殊 待遇 仅 面向 电影 预告片 和 个别 内容 开放 不过 youtube 现已 向 普通 用户 开放 了 这 一 功能 当然 要 想 看到 更 流畅 动感 的 画面 你 需要 先 切换 到 高清 画质 p 或 p,0
加肥与so肥,0,1,3771667865856749,0,,youtube 是什么 网站 ？ 怎么 上 不 去 ？ 服务器 是 小霸王 ？,-1
有名导演,0,2,3771667865856749,0,,用户体验 那么 差 的 站 你 宣传 它 干什么 连 访问 都 访问 不了 差评 ！ ！,-1
麦-超超-兜,0,3,3771667865856749,0,,大家 改玩 时间轴 retina 了 么 ？,0
全球头条新闻事件,0,0,3773138812349104,-1,"1,2,3,4",伟大 的 “ 超体 ” 是否 只 存在 于 科幻 电影 里 ？ 以前 确实 是 不过 从 现在 起 一切 都 将 被 颠覆 因为 比亚迪 唐要 来了,0
Ztw_瑋,0,1,3773138812349104,0,,这样 的 suv 想来 就是 我们 最 渴盼 的 ！,1
雕塑师刘奇,0,2,3773138812349104,0,,什么 也 不说 了 去 s 店 看看 有没有 卖 的,1
0单身终点站0,0,3,3773138812349104,0,,功能 和 乘坐 体验 都 有 了 改变 [ 浮云 ] 这样 说来,0
命难算,0,4,3773138812349104,0,,到底 会 有 怎样 的 突 和 改变 这 是 个 问题,0
五羊雪糕,0,0,3773996321154103,-1,"1,2,4,5",广州 高楼 记忆 随着 广州 东塔 封顶 那些年 的 高楼 记忆 被 逐一 翻 起 当年 俗称 的 五层 楼 广州 层 广州 层 无一 不 代表 着 羊城 高楼 的 “ 威水 ” 史 [ 心 ] 来说 说 这些 带有 明显 年代 印记 的 高楼 与 你 有着 怎样 的 回忆 呢 ？,0
_小姜姜_,0,1,3773996321154103,0,,转发 微博,0
vickymama,0,2,3773996321154103,0,3,年代 末 海珠广场 廿七 层好 威水 南风窗 归来 在 廿七 层 请 饮茶 我父 送 了 一个 廿七 层 储钱 罐 给我 那 可是 独一无二 的 珍贵 玩具 ！,1
小洲道茶楼主,0,3,3773996321154103,2,,那个 时候 在 廿七 层 饮个 早茶 就够 风光 了,1
翔艺吧月饼帝,0,4,3773996321154103,0,,广州 高楼 记忆 考考你 广州人 都 喜欢 用 楼层 来 称呼 高楼 你 又 知不知道 广州 五层 楼 广州 层 广州 层指 的 是 哪里 ？ 广州 东塔 封顶,0
全球头条新闻事件,0,5,3773996321154103,0,6,回首 广州 曾经 的 骄傲 [ good ] 高度 不 紧要 回忆 最重要 ！,1
日后见真情,0,6,3773996321154103,5,,天打雷劈,-1
全球头条新闻事件,0,0,3775305048766027,-1,"1,2,3,4",故宫 杂志 晒 穿越 照 网友 恍如隔世 [ 围观 ] 近日 @ 晒出 一组 照片 将 以前 的 老照片 镶嵌 到 现实 网友 看后 纷纷 感叹 “ 毫无 违和感 “ “ 恍如隔世 ” “ 弹指一挥间 已 物是人非 ” … … 戳 图 说说 你 的 感受 ↓ ↓,0
眺望灵山,0,1,3775305048766027,0,,都是 格格 大臣 吗 ？,-1
丝豳,0,2,3775305048766027,0,,我 擦 好 恐怖,-1
依然有病丶,0,3,3775305048766027,0,,诡异 [ 哼 ],0
傅白羽,0,4,3775305048766027,0,,今日 单词 licentiousness 感谢 网名 开头 为 嘉玲 的 网友 对 我的 项目 的 支持 微博 再 我的 视频 | 今日 单词 licentiousness 希望 越来越 多 的 中国人 支持 我的 元 英语 方法 项目,0
顾家家居,0,0,3775786139687397,-1,"1,2,3,4",革命 不是 请客 吃饭 ！ 含糊 了事 怎能 干 得了 大事 ！ 首届 顾家 暖 男节 绝不 敷衍 ！ 比 双十一 还给 “ 利 ” ！ 当然 做人 呐 最重要 的 就是 开心 咯 参与 游戏 就能 拿 好 礼 还 不 赶快 行动 ？ 戳 它 http,1
奶油丿红茶,0,1,3775786139687397,0,,亮点 在哪 ？,0
就喜欢清,0,2,3775786139687397,0,,感觉 ∞ 充满 正能量 的 ！ [ 嘻嘻 ],1
AD间谍,0,3,3775786139687397,0,,我也是 来了 的 哈,1
英俊才才,0,4,3775786139687397,0,,互动 下 [ 哈哈 ],1
社会网络与数据挖掘,0,0,3776821143142951,-1,"1,2,3,6",又要 到 年末 先 回顾 一下 北上广 春节 人口 迁徙 地图 吧 出处 http,0
颍州的,0,1,3776821143142951,0,,直 观看 三大 发达 地带 各自 影响 范围,0
用户20100117,0,2,3776821143142951,0,,repost,0
王贤文dlut,0,3,3776821143142951,0,4,我的 一项 研究 投稿 science 进入 in depth review 环节 后 最终 被 一个 reviewer 毙掉 一怒之下 我前 两天 将 文章 挂到 arxiv 上了 http,-1
王贤文dlut,0,4,3776821143142951,3,5,http 这是 这项 研究 的 网页 交互 版本,0
想吃萌兔纸的火锅锅,0,5,3776821143142951,4,,右边 网页 好棒,1
鸿源医馆,0,6,3776821143142951,0,,收 了 ！ 大数据 市场 参考 数据 ！,1
社会网络与数据挖掘,0,0,3777181316346851,-1,"1,2,3,4",双十一 “ 嗖 ” 的 一下 就 过去了 你 的 快递 是不是 还在 快递 大山 里 等 着 出山 ？ 全国各地 快递 仓库 爆仓 画面 惨不忍睹 你们 的 剁 手节 快递 哥们 的 断脚 节 既然 快递 还在 路上 闲着 也是 闲着 知微君 ~ 就 悄悄 给 大家说 一说 你们 所不造 的 快递 欧巴们 的 那些 事儿 吧 ~,0
宋小希0310,0,1,3777181316346851,0,,想想 我 还 堵 在路上 的 快递 就 心塞 [ 悲伤 ],-1
CheliosssS,0,2,3777181316346851,0,,早已 断手断脚 有钱 任性 就是 这么 简单,-1
梳子君的夏天有棒冰,0,3,3777181316346851,0,,活着 太不容易 了,-1
和道国际,0,4,3777181316346851,0,,乐一乐 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ],1
社会网络与数据挖掘,0,0,3777850962112021,-1,"1,2,4,5",数据 可视化 英国 年间 温度 变化 http ~,0
imlovni,0,1,3777850962112021,0,,效果 确实 很好 啊 ！,1
橡实,0,2,3777850962112021,0,3,源 网站 的 展示 效果 看 起来 不错 囧 @,1
五洲红,0,3,3777850962112021,2,,滚动 鼠标 滚轮 能 看到 每 一年 的 温度 展示 效果 确实 不错,1
麒麟弓,0,4,3777850962112021,0,,有木有 中国 的,0
你是比自己想象中更好的人啊,0,5,3777850962112021,0,,forward weibo,0
全球头条新闻事件,0,0,3778674585082798,-1,"1,2,3,4,5,6,7,8,9",酷 剧优剧 月 日起 每天 下午 @ 将 五集 连播 印度 收视 冠军 大剧 豪门 风云 该剧 由 印度 著名 电视台 zeetv 巨资 打造 ！ 青春 亮丽 的 主演 华贵 富丽 的 服饰 大气 堂皇 的 场景 和 纠葛 虐心 的 剧情 印度 剧所 带来 的 视觉 盛宴 绝对 让 你 体验 不一样 的 印度 风情 ～ @,0
四马路_刚子,0,1,3778674585082798,0,,靠谱 支持 下,1
单曲的围脖,0,2,3778674585082798,0,,围观 围观 ！,1
谢特灬法克,0,3,3778674585082798,0,,看来 是 要 加油 了 [ 加油 ],1
人_走茶凉_,0,4,3778674585082798,0,,喜欢,1
托马斯HTC,0,5,3778674585082798,0,,我 叫 朋友 一起 来了 给力 吧,1
你的记忆没忘记,0,6,3778674585082798,0,,粉丝 俱乐部 [ good ],1
目光从此停留,0,7,3778674585082798,0,,这个 好 哈哈 [ 加油 ],1
大宝蜡笔,0,8,3778674585082798,0,,谁 都 不管 有 我们 在,1
偶R这注册,0,9,3778674585082798,0,,支持 给力,1
集智科学家,0,0,3778943762635208,-1,"1,9,10,11",推荐 本 俱乐部 计算 士 同学 的 社会 信息 学 巴塞罗那 会议 报告 http 同人 于野 @ @ @ @ @ @ @,0
刘思喆,0,1,3778943762635208,0,"2,4,8",看到 这篇 科普 文 至少 对 我 挺 科普 我 才 了解 到 原来 计算 社会 科学 是 非常 有 意思 的 一个 学科 里面 讲 到了 几个 例子 如何 利用 facebook twitter linkedin 的 公开 社交 数据 来 推演 社会 人类 行为 的 模式 使用 大数据 的 手段 来 研究 社会 强烈 建议 阅读 ！,1
集智俱乐部,0,2,3778943762635208,1,3,墙裂 推荐 ！,1
十八层地狱的煤矿工人,0,3,3778943762635208,2,,大概 意思 看懂 了 社会学家 失业 的 节奏 么 ？,0
社会网络与数据挖掘,0,4,3778943762635208,1,"5,6,7",none,0
